SOLVER,BENCHMARK,DESC,STATUS
ZipRewrite,nat/add_s_zero_mix_9/4,,SOLVED
ZipRewrite,nat/add_s_zero_mix_9/40,,SOLVED
ZipRewrite,nat/add_s_zero_mix_9/41,,FAILED
ZipRewrite,nat/add_s_zero_mix_9/42,,SOLVED
ZipRewrite,nat/add_s_zero_mix_9/43,,FAILED
ZipRewrite,nat/add_s_zero_mix_9/44,,SOLVED
ZipRewrite,nat/add_s_zero_mix_9/45,,FAILED
ZipRewrite,nat/add_s_zero_mix_9/46,,SOLVED
ZipRewrite,nat/add_s_zero_mix_9/47,,SOLVED
ZipRewrite,nat/add_s_zero_mix_9/48,,SOLVED
ZipRewrite,nat/add_s_zero_mix_9/49,,FAILED
ZipRewrite,nat/add_s_zero_mix_9/5,,SOLVED
ZipRewrite,nat/add_s_zero_mix_9/6,,SOLVED
ZipRewrite,nat/add_s_zero_mix_9/7,,SOLVED
ZipRewrite,nat/add_s_zero_mix_9/8,,SOLVED
ZipRewrite,nat/add_s_zero_mix_9/9,,FAILED
ZipRewrite,nat/add_assoc_1var_9occ/0,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/1,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/10,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/11,,FAILED
ZipRewrite,nat/add_assoc_1var_9occ/12,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/13,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/14,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/15,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/16,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/17,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/18,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/19,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/2,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/20,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/21,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/22,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/23,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/24,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/25,,FAILED
ZipRewrite,nat/add_assoc_1var_9occ/26,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/27,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/28,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/29,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/3,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/30,,FAILED
ZipRewrite,nat/add_assoc_1var_9occ/31,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/32,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/33,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/34,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/35,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/36,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/37,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/38,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/39,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/4,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/40,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/41,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/42,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/43,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/44,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/45,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/46,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/47,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/48,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/49,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/5,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/6,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/7,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/8,,SOLVED
ZipRewrite,nat/add_assoc_1var_9occ/9,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/0,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/1,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/10,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/11,,FAILED
ZipRewrite,nat/add_mix_2var_4occ/12,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/13,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/14,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/15,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/16,,FAILED
ZipRewrite,nat/add_mix_2var_4occ/17,,FAILED
ZipRewrite,nat/add_mix_2var_4occ/18,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/19,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/2,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/20,,FAILED
ZipRewrite,nat/add_mix_2var_4occ/21,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/22,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/23,,FAILED
ZipRewrite,nat/add_mix_2var_4occ/24,,FAILED
ZipRewrite,nat/add_mix_2var_4occ/25,,FAILED
ZipRewrite,nat/add_mix_2var_4occ/26,,FAILED
ZipRewrite,nat/add_mix_2var_4occ/27,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/28,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/29,,FAILED
ZipRewrite,nat/add_mix_2var_4occ/3,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/30,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/31,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/32,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/33,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/34,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/35,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/36,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/37,,FAILED
ZipRewrite,nat/add_mix_2var_4occ/38,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/39,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/4,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/40,,FAILED
ZipRewrite,nat/add_mix_2var_4occ/41,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/42,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/43,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/44,,FAILED
ZipRewrite,nat/add_mix_2var_4occ/45,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/46,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/47,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/48,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/49,,FAILED
ZipRewrite,nat/add_mix_2var_4occ/5,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/6,,FAILED
ZipRewrite,nat/add_mix_2var_4occ/7,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/8,,SOLVED
ZipRewrite,nat/add_mix_2var_4occ/9,,SOLVED
ZipRewrite,nat/add_mix_2var_7occ/0,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/1,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/10,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/11,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/12,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/13,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/14,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/15,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/16,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/17,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/18,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/19,,SOLVED
ZipRewrite,nat/add_mix_2var_7occ/2,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/20,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/21,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/22,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/23,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/24,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/25,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/26,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/27,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/28,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/29,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/3,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/30,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/31,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/32,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/33,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/34,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/35,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/36,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/37,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/38,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/39,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/4,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/40,,SOLVED
ZipRewrite,nat/add_mix_2var_7occ/41,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/42,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/43,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/44,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/45,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/46,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/47,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/48,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/49,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/5,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/6,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/7,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/8,,FAILED
ZipRewrite,nat/add_mix_2var_7occ/9,,FAILED
ZipRewrite,nat/add_mix_2var_3occ/0,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/1,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/10,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/11,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/12,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/13,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/14,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/15,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/16,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/17,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/18,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/19,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/2,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/20,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/21,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/22,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/23,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/24,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/25,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/26,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/27,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/28,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/29,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/3,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/4,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/5,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/6,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/7,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/8,,SOLVED
ZipRewrite,nat/add_mix_2var_3occ/9,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/0,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/1,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/10,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/11,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/12,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/13,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/14,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/15,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/16,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/17,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/18,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/19,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/2,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/20,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/21,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/22,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/23,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/24,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/25,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/26,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/27,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/3,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/4,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/5,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/6,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/7,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/8,,SOLVED
ZipRewrite,nat/leq_1var_3_5occ/9,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/0,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/1,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/10,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/11,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/12,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/13,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/14,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/15,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/16,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/17,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/18,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/19,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/2,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/20,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/21,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/22,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/23,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/24,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/25,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/26,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/27,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/28,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/29,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/3,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/30,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/31,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/32,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/33,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/34,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/35,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/36,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/37,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/38,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/39,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/4,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/40,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/41,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/42,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/43,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/44,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/45,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/46,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/47,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/48,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/49,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/5,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/6,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/7,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/8,,SOLVED
ZipRewrite,nat/leq_1var_3_6occ/9,,SOLVED
ZipRewrite,nat/equal/0,,SOLVED
ZipRewrite,nat/equal/1,,SOLVED
ZipRewrite,nat/equal/2,,SOLVED
ZipRewrite,nat/equal/3,,SOLVED
ZipRewrite,nat/add_s_zero_mix_21/0,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/1,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/10,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/11,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/12,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/13,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/14,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/15,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/16,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/17,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/18,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/19,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/2,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/20,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/21,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/22,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/23,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/24,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/25,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/26,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/27,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/28,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/29,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/3,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/30,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/31,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/32,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/33,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/34,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/35,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/36,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/37,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/38,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/39,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/4,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/40,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/41,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/42,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/43,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/44,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/45,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/46,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/47,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/48,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/49,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/5,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/6,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/7,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/8,,FAILED
ZipRewrite,nat/add_s_zero_mix_21/9,,FAILED
ZipRewrite,nat/leq_1var_1_3occ/0,,SOLVED
ZipRewrite,nat/leq_1var_1_3occ/1,,SOLVED
ZipRewrite,nat/add_mix_4var_6occ/0,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/1,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/10,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/11,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/12,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/13,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/14,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/15,,SOLVED
ZipRewrite,nat/add_mix_4var_6occ/16,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/17,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/18,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/19,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/2,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/20,,SOLVED
ZipRewrite,nat/add_mix_4var_6occ/21,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/22,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/23,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/24,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/25,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/26,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/27,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/28,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/29,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/3,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/30,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/31,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/32,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/33,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/34,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/35,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/36,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/37,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/38,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/39,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/4,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/40,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/41,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/42,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/43,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/44,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/45,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/46,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/47,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/48,,SOLVED
ZipRewrite,nat/add_mix_4var_6occ/49,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/5,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/6,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/7,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/8,,FAILED
ZipRewrite,nat/add_mix_4var_6occ/9,,FAILED
ZipRewrite,nat/leq_1var_2_6occ/0,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/1,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/10,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/11,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/12,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/13,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/14,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/15,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/16,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/17,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/18,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/19,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/2,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/20,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/21,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/22,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/23,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/24,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/25,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/26,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/27,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/28,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/29,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/3,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/30,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/31,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/32,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/33,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/34,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/35,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/36,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/37,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/38,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/39,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/4,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/40,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/41,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/5,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/6,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/7,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/8,,SOLVED
ZipRewrite,nat/leq_1var_2_6occ/9,,SOLVED
ZipRewrite,nat/leq_1var_1_5occ/0,,SOLVED
ZipRewrite,nat/leq_1var_1_5occ/1,,SOLVED
ZipRewrite,nat/leq_1var_1_5occ/10,,SOLVED
ZipRewrite,nat/leq_1var_1_5occ/11,,SOLVED
ZipRewrite,nat/leq_1var_1_5occ/12,,SOLVED
ZipRewrite,nat/leq_1var_1_5occ/13,,SOLVED
ZipRewrite,nat/leq_1var_1_5occ/2,,SOLVED
ZipRewrite,nat/leq_1var_1_5occ/3,,SOLVED
ZipRewrite,nat/leq_1var_1_5occ/4,,SOLVED
ZipRewrite,nat/leq_1var_1_5occ/5,,SOLVED
ZipRewrite,nat/leq_1var_1_5occ/6,,SOLVED
ZipRewrite,nat/leq_1var_1_5occ/7,,SOLVED
ZipRewrite,nat/leq_1var_1_5occ/8,,SOLVED
ZipRewrite,nat/leq_1var_1_5occ/9,,SOLVED
ZipRewrite,nat/add_comm_with_id/0,,SOLVED
ZipRewrite,nat/leq_1var_3_4occ/0,,FAILED
ZipRewrite,nat/leq_1var_3_4occ/1,,FAILED
ZipRewrite,nat/leq_1var_3_4occ/2,,FAILED
ZipRewrite,nat/leq_1var_3_4occ/3,,FAILED
