SOLVER,BENCHMARK,DESC,STATUS
ACL2_g,combined/combined_nat_list/0,|$\forall n,x.(cons(n + s(n),x) \append (x \append x) = (cons(s(n) + n,x) \append x) \append x)$|,FAILED
