SOLVER,BENCHMARK,DESC,STATUS
Vampire_gcx,combined/combined_nat_list/0,|$\forall n,x.(cons(n + s(n),x) \append (x \append x) = (cons(s(n) + n,x) \append x) \append x)$|,SOLVED
