SOLVER,BENCHMARK,DESC,STATUS
Imandra,tree/flatten0_flatten2/0,,SOLVED
Imandra,tree/flatten0_rotate_5var/0,,SOLVED
Imandra,tree/flatten0_rotate_3var/0,,FAILED
